content,keywords,rating,satisfaction,date,year,month,season,text_len
정말 이 책을 읽은 동안 많은걸 상상하고 머릿속에서 황홀한 순간들이였던거같애요 주인공 페니가 너무 부럽고 행복해보였어요 달러구트의 꿈 백화점 두번째 이야기가 나오길 간절히 바랄게요,정말 읽다 동안 많다 상상 머릿속 황홀하다 순간 들이다 같다 주인공 페니 너무 부럽다 행복 해보다 달러 구트 백화점 두번째 이야기 나오다 간절하다 바라다,5,Positive,2020-11-02,2020,11,Fall,100
가슴이 콩당콩당,가슴 콩당콩당,5,Positive,2020-11-02,2020,11,Fall,8
술술 잘 읽히고 잠시 쉬어갈수 있는 책 입니다,술술 자다 읽히다 잠시 쉬다 갈수 이다,5,Positive,2020-11-01,2020,11,Fall,25
좋아요,좋다,5,Positive,2020-11-01,2020,11,Fall,3
겨우46쪽을 읽었을 뿐인데 재미있다 어떻게 이런 상상을 하지 싶다 평소 꿈을 자주 편이라 더 흥미로웠고 친구에게 선물 하고 싶다,겨우 읽다 재미있다 어떻다 이렇다 상상 싶다 평소 자주 편이 흥미롭다 친구 선물 싶다,5,Positive,2020-10-31,2020,10,Fall,71
재밌다는 얘기를 많이들어서 샀습니다 좋아요,재밌다 얘기 많이 들어서다 사다 좋다,5,Positive,2020-10-31,2020,10,Fall,23
청소년 소설 1위라 샀어요 역시네요 재밌어요,청소년 소설 사다 역다 재밌다,5,Positive,2020-10-31,2020,10,Fall,24
오랜만에 설레는 마음으로 구입했습니다,설레다 마음 구입,5,Positive,2020-10-29,2020,10,Fall,20
어떻게 이런 발상을 했는지 신기했고 마음이 따뜻해지는 책이에요청소년 도서라지만 어른들이 읽어도 좋네요,어떻다 이렇다 발상 신기하다 마음 따뜻하다 청소년 도서 라지 어른 읽다 좋다,5,Positive,2020-10-29,2020,10,Fall,56
뒤로 갈수록 감동이 와요,갈수록 감동 오다,4,Positive,2020-10-28,2020,10,Fall,13
추천 몱록이길래 함 읽어봤어요 음 생각을 하게되는거 같기도하고 먼가 동화같지만 동화같지 않은 내용이랄까,추천 몱록이길 읽다 보다 생각 되다 같다 기도 무엇 동화 같다 동화 같다 않다 용이 끄다,5,Positive,2020-10-28,2020,10,Fall,57
일찍 잠들고 싶은 생각이 들어요 그리고 악몽이나 좋지 않은 꿈을 꾸어도 뭔가 예전처럼 무섭거나 하지 않아여,일찍 잠들다 싶다 생각 들다 악몽 좋다 않다 꾸다 뭔가 예전 무섭다 않다,5,Positive,2020-10-27,2020,10,Fall,59
어른을 위한 달달한 동화책같아요 꿈많이꾸는 제가 혹시 밤마다 달러구트 꿈백화점에 다녀오는건 아닌지 아이같은 상상을 해봅니다,어른 달달 동화책 같다 많이 꾸다 혹시 달러 구트 백화점 다녀오다 아니다 아이 같다 상상 해보다,5,Positive,2020-10-27,2020,10,Fall,68
리뷰도 좋고 추천을 많이 받아서 구매했는데 좋네요 잘 읽히는 소설입니다,리뷰 좋다 추천 많이 받다 구매 좋다 자다 읽히다 소설 이다,5,Positive,2020-10-27,2020,10,Fall,39
간만에 마음이 따뜻해지는 뭉클한 책을 발견했네요 추천하고싶어요,간만 마음 따뜻하다 뭉클하다 발견 추천,5,Positive,2020-10-26,2020,10,Fall,34
마지막쯤에 너무 슬퍼서 진짜 울컥하고 꿈에 대해서 생각을 해보게되었고 달러구트라 꿈의 백화점이 있다면 가보고 싶은 느낌도 많이 들었고 여운이 많이 남는 책이다,마지막 너무 슬프다 진짜 울컥 대해 생각 해보다 되어다 달러 구트 백화점 가보다 싶다 느낌 많이 들다 여운 많이 남다,5,Positive,2020-10-26,2020,10,Fall,88
킥 슬럼버의 소감이 인상깊었던 소감을 다시읽고다시읽게됬습니다,슬럼버 소감 인상 깊다 소감 다시 읽다 읽다 되다,5,Positive,2020-10-26,2020,10,Fall,33
일단 책의 소재가 신선해서 초반부부터 술술 잘 읽혔고 한번 읽기 시작하니 멈출 수가 없더라구요 너무 재밌게 잘 읽혔던 책,일단 소재 신선하다 초반 술술 자다 읽히다 한번 읽다 시작 멈추다 수가 없다 너무 재밌다 자다 읽히다,5,Positive,2020-10-26,2020,10,Fall,67
술술 읽혔고 보는 내내 설레이게 읽었어요,술술 읽히다 보다 내내 설레다 읽다,5,Positive,2020-10-25,2020,10,Fall,22
소재가 신선하네요 그리고 자극적인 내용없이도 재미도 있고 여운도 있네요,소재 신선하다 자극 내용 없다 재미 여운,5,Positive,2020-10-24,2020,10,Fall,39
되게 오랜만에 푹 빠져서 읽은 책이에요,되게 빠지다 읽다,5,Positive,2020-10-24,2020,10,Fall,21
우연히 인터넷 보다가 책을 구입해서 읽었는데 재미있어 슬슬 잘 읽혔다 재미지게,우연히 인터넷 보다 구입 읽다 재미있다 슬슬 자다 읽히다 재미 지게,4,Positive,2020-10-24,2020,10,Fall,43
아껴서 읽는 중입니다,아끼다 읽다 이다,5,Positive,2020-10-23,2020,10,Fall,11
이 책을 읽으면 기분이 좋아요 아무도 없는 새벽에 읽으면 몰입이 더 잘되는 느낌,읽다 기분 좋다 아무 없다 새벽 읽다 몰입 되다 느낌,5,Positive,2020-10-23,2020,10,Fall,44
아이가 읽고싶다고 해서 사줬는데 글밥이 제법 있어서 3학년아이가 읽기 힘들까도 싶었어요 재미있다네요 저도 읽어보려구요,아이 읽다 사주다 글밥 제법 학년 아이 읽다 힘들다 싶다 재미있다 읽다 보다,4,Positive,2020-10-23,2020,10,Fall,65
예쁜 동화같은 소설이네요 애니메이션으로 제작해도 손색이 없어 보입니다,예쁘다 동화 같다 소설 애니메이션 제작 손색 없다 보이다,5,Positive,2020-10-22,2020,10,Fall,38
정말 가볍게 잘읽히기는 해요 평들이 너무 좋아서 너무 기대했는지 기대보다는 못미치는거 같아요 평소에 무거운느낌의 책읽는걸 부담스러워하시는 분들은 읽기 좋을거 같네요,정말 가볍다 읽히다 기다 너무 좋다 너무 기대하다 기대 미치다 같다 평소 무겁다 느낌 읽다 부담스럽다 읽다 좋다 같다,4,Positive,2020-10-22,2020,10,Fall,91
올해 읽은 책중에 가장 마음이 따뜻해지는 책이었습니다,올해 읽다 가장 마음 따뜻하다 이다,5,Positive,2020-10-21,2020,10,Fall,29
좋아요,좋다,5,Positive,2020-10-21,2020,10,Fall,3
한국판 해리포터를 만난 기쁨을 준 올해의 인생 책,한국판 해리포터 만난 기쁨 올해 인생,5,Positive,2020-10-19,2020,10,Fall,27
매장에서 서서 읽다가 뒷이야기가 궁금해서 산책,매장 서서 읽다 뒷이야기 궁금하다 산책,4,Positive,2020-10-19,2020,10,Fall,25
아직 읽어보진 않았지만 힐링될 것 같아서 기대되요,아직 읽다 보다 않다 힐링 되다 같다 기대다,5,Positive,2020-10-19,2020,10,Fall,27
책을 읽었지만 잘 만들어진 영화를 본 듯한 따뜻한 느낌 꿈에대한 신선한 아이디어가 환상의 세계로 이끈다,읽다 자다 만들어지다 영화 보다 따뜻하다 느낌 대한 신선하다 아이디어 환상 세계 이끌다,5,Positive,2020-10-19,2020,10,Fall,57
너무 좋아요 요즘처럼 추운계절에 마음이 따뜻해지는 책이네요,너무 좋다 요즘 추다 계절 마음 따뜻하다,5,Positive,2020-10-19,2020,10,Fall,32
즐거운 마음으로 재밌게 읽었습니다 꿈속에서 저도 달러구트 꿈의 백화점에 가보고 싶어지네요,즐겁다 마음 재밌다 읽다 꿈속 달러 구트 백화점 가보다 싶다,5,Positive,2020-10-19,2020,10,Fall,49
저 진짜 리뷰 잘 안쓰는데 이건 쓰게 만드네요 저는 책 진짜 흠나는거 엄청 싫어하는데 택배 아저씨들도 픽픽 던지고 배송 중에 다 찍혀서 왔네요 보내실 때는 말짱했을텐데 봉투 안에 완충재로 포장된 것도 아니고 달랑 책만 보내니 흠나는거겠죠 주의스티커를 붙여고 포장 잘 해주시면 좋겠어요 앞으로 계속 이곳에서 책 사려고 하는 사람으로서 부탁입니다,진짜 리뷰 자다 쓰다 쓰다 진짜 늘다 엄청 싫어하다 택배 아저씨 픽픽 던지다 배송 찍히다 오다 보내다 말짱하다 봉투 완충 포장 되다 아니다 달랑 보내다 늘다 주의 스티커 붙이다 포장 자다 해주시 좋다 계속 사려 사람 부탁 이다,4,Positive,2020-10-18,2020,10,Fall,191
재미있어요 어른을 위한 선물입니다,재미있다 어른 선물 이다,5,Positive,2020-10-18,2020,10,Fall,18
상상하면서 빠져들어 읽게 돼요 너무너무 재밌어요,상상 빠져들다 읽다 돼다 너무 너무 재밌다,5,Positive,2020-10-18,2020,10,Fall,26
재미있다고 잘 읽네요 식구 모두 잘 읽을 수 있는 책 오랫만입니다,재미있다 자다 읽다 식구 모두 자다 읽다 이다,5,Positive,2020-10-18,2020,10,Fall,36
달러구트백화점에 매일 밤 들러서 제작자들의 모든 꿈을 다시 꾸고 싶네요 제가 꾸던 꿈들이 여기에 대부분 나오는데 달러구트 꿈백화점에 나도 모르게 다녀왔었구나 환상적입니다,달러 구트 백화점 매일 들다 제작자 모든 다시 꾸다 싶다 꾸다 여기 대부분 나오다 달러 구트 백화점 나다 모르다 다녀오다 환상 이다,5,Positive,2020-10-18,2020,10,Fall,94
어른들이 읽기에 너무 좋은 힐링서네요 추천합니다,어른 읽다 너무 좋다 힐링 서다 추천,5,Positive,2020-10-17,2020,10,Fall,26
아이가 처음에 두껍다고 중얼중얼 하더니 앞부분 좀 넘기더니 재밌다고 잘 읽네요,아이 처음 두껍다 중얼중얼 부분 넘기다 재밌다 자다 읽다,5,Positive,2020-10-16,2020,10,Fall,43
술술 잘 읽히는 책 크게 무거운 내용이 없는데 내가 당연하게 여기고 쉽게 지나쳐 간 것들에 대해 다시 생각해보게 만든다 매일의 일상이 퇴근 후 자유시간을 늘리고자 어떻게든 잠들지 않고 오래 버텨보려다 다음날 좀비처럼 출근 또 퇴근 의 반복 이 책을 읽고 잠드는 시간이 아깝지 않게 느껴졌다 드라마 하나를 봐도 혹시 이 내용이 오늘 꿈에 나오지는 않을까 순간순간 조금 더 긍정적인 생각을 해보자 하고 설레는 상상을 하게 되었다,술술 자다 읽히다 크게 무겁다 내용 없다 당연하다 여기 쉬다 지나치다 대해 다시 생각 해보다 만들다 매일 일상 퇴근 자유시간 늘리다 잠들다 않다 오래 버티다 보다 다음 좀비 출근 퇴근 반복 읽다 잠들다 시간 아깝다 않다 느껴지다 드라마 하나 보다 혹시 내용 오늘 나오다 않다 순간 순간 조금 긍정 생각 해보다 설레다 상상 되어다,5,Positive,2020-10-16,2020,10,Fall,237
오우 대박 외국유명작가가 쓴듯한느낌입니다 진짜 잘읽히고 재밋네요 대박,오우 대박 외국 유명 작가 쓸다 느낌 이다 진짜 읽히다 재밌다 대박,5,Positive,2020-10-16,2020,10,Fall,38
성인들이 읽어도 괜찮은 동화같아요 마음 따뜻해지네요,성인 읽다 괜찮다 동화 같다 마음 따뜻하다,5,Positive,2020-10-16,2020,10,Fall,28
어른들이 읽으면 좋을 판타지 책이라는 말이 딱 적절한 책이에요 흥미진진한 이야기 전개탓에 몰입해서 순식간에 읽었습니다 추천해요,어른 읽다 좋다 판타지 적절하다 흥미진진 이야기 전개 몰입 순식간 읽다 추천,5,Positive,2020-10-16,2020,10,Fall,70
반지의제왕 호빗 해리포터 나니아연대기 등 판타지를 좋아하고 원래 책을 잘 못읽는데 너무 재밌어요 진짜 꿈꾸는게 기대될정도네요,반지의제왕 호빗 해리포터 나니아 연대기 판타지 좋아하다 원래 자다 읽다 너무 재밌다 진짜 꿈꾸다 기대 되다 정도,5,Positive,2020-10-15,2020,10,Fall,69
정말 오랫만에 재미있게본 소설책 매일밤마다 어떤꿈을 꾸게될지 왠지 나도모르게 기대하게된다,정말 재미있다 보다 소설 일밤 꾸다 되다 왠지 나다 모르다 기대하다 되다,5,Positive,2020-10-15,2020,10,Fall,49
재밌고 슬프고 감동적이고,재밌다 슬프다 감동,5,Positive,2020-10-15,2020,10,Fall,13
소재가 너무 신선하고 재밌어요 판타지 소설 오랜만에 읽는데 괜히 설레고 상상하면서 읽는 재미가 있네요,소재 너무 신선하다 재밌다 판타지 소설 읽다 괜히 설레다 상상 읽다 재미,5,Positive,2020-10-14,2020,10,Fall,56
책을 다 읽고 빨리 잠이들어 꿈을 꾸고 싶었어요한국소설중 보기드믄 참신하고 상상력이 풍부한 판타지 소설이었습니다 세계관도 탄탄하고 재미와 감동도 있고 작가님의 다음 차기작도 빨리 만나보고 싶어요,읽다 빨리 들다 꾸다 싶다 한국 소설 보기 드믄 참신하다 상상력 풍부하다 판타지 소설 이다 세계관 탄탄하다 재미 감동 작가 다음 차기작 빨리 만나다 보고 싶다,5,Positive,2020-10-14,2020,10,Fall,108
너무 재밌어요 마음에 들어요,너무 재밌다 마음 들다,5,Positive,2020-10-14,2020,10,Fall,15
언젠가 한번쯤 상상해봤었던 그런이야기이다 그리고 어딘가에 아마도 이런 백화점이 있지 않을까 하는 생각이 든다,언젠가 한번 상상 해봤다 이야기 어딘가 아마도 이렇다 백화점 않다 생각 들다,5,Positive,2020-10-13,2020,10,Fall,60
소개글대로 힐링 판타지였습니다 힐링만이라면 식상하겠지만 설정이 재밌어서 잘 읽었어요 후속작이 꼭 나왔으면 좋겠어요,소개 힐링 판타지 이다 힐링 라면 식상하다 설정 재밌다 자다 읽다 후속작 나오다 좋다,5,Positive,2020-10-12,2020,10,Fall,63
소설을 좋아하지 않지만 베스트셀러여서 큰 기대없이 읽었지만 엄청나게 몰입해 순식간에 읽었습니다 소재도 흥미롭고 재미있어요,소설 좋아하다 않다 베스트셀러 크다 기대 없이 읽다 엄청나다 몰입 순식간 읽다 소재 흥미 재미있다,5,Positive,2020-10-12,2020,10,Fall,67
읽을수록 점점 빠져들고 몰입도가 엄청 좋아요 평소 판타지 장르를 좋아하는 저는 너무 재미있었어요 마음이 몽글몽글해지고 잠이들면 진짜 있을거같은 꿈 백화점 저도 한번 가보고 싶어요 강추에요,읽다 점점 빠져들다 몰입도 엄청 좋다 평소 판타지 장르 좋아하다 너무 재미있다 마음 몽글몽글하다 들다 진짜 같다 백화점 한번 가보다 싶다 강추,5,Positive,2020-10-11,2020,10,Fall,104
작가분께 너무너무 감사한 마음을 전하고 싶은 책입니다 정말 오랜만에 위로받는 기분으로 그리고 따뜻한 마음으로 책을 드라마 보듯 봤어요 자기 전에 읽다가 자면 그렇게 이불속이 따뜻할 수가 없어요 다 읽고 나서도 읽고 또 읽을 책입니다,작가 너무 너무 감사하다 마음 전하 싶다 이다 정말 위로 받다 기분 따뜻하다 마음 드라마 보다 보다 자기 읽다 자다 그렇게 이불 속이다 따뜻하다 수가 없다 읽다 나서다 읽다 읽다 이다,5,Positive,2020-10-11,2020,10,Fall,129
너무 잘 읽히고 재미있습니다 소설책 읽는 걸 좋아해서 어떤 책을 살까 고민하다 베스트셀러에 있고 다들 재미있게 읽었다는 리뷰를 보고 구매하게 되었어요 그런데 진짜 너무 흥미로운 소재로 이야기를 잘 이끌어 가는 느낌이었어요 책 내용을 영상으로 만들어도 정말 좋을 만한 소재였어요 아직 끝까지는 읽지 않았지만 하루만에 다 읽을 거 같아요,너무 자다 읽히다 재미있다 소설 읽다 좋아하다 어떻다 살다 고민 베스트셀러 들다 재미있다 읽다 리뷰 보고 구매 되어다 진짜 너무 흥미롭다 소재 이야기 자다 이끌다 가다 느끼다 내용 영상 만들다 정말 좋다 소재 이다 아직 읽다 않다 하루 읽다 같다,5,Positive,2020-10-09,2020,10,Fall,186
지금 읽고 있는 중 오랫만에 읽어보는 장르 소설이다 에세이 그리고 소설은 잘 읽지 않는 편 그러나 이책은 궁금하고 읽어 보고 싶었슴,지금 읽다 읽다 보다 장르 소설 에세이 소설 자다 읽다 않다 궁금하다 읽다 보고 싶었슴,4,Positive,2020-10-08,2020,10,Fall,73
꿈을 꾸고 싶다고 생각하게 만든 책 잠자기 전 한 챕터씩 읽으면 휴대폰 보는 것보다 훨씬 재밌다고 느낄 책,꾸다 싶다 생각 만들다 잠자다 채다 읽다 휴대폰 보다 훨씬 재밌다 느끼다,5,Positive,2020-10-08,2020,10,Fall,59
기대됩니다,기대 되다,4,Positive,2020-10-05,2020,10,Fall,5
꿈을 자주꾸는데 꿈으로 이런 재밌는 이야기를 만들어내다니 누구나 생각할것같지만 또 그렇지도 않아서 너무 재밌게 읽었어요,자주 꾸다 이렇다 재밌다 이야기 만들다 누구 생각 같다 그렇다 않다 너무 재밌다 읽다,5,Positive,2020-10-05,2020,10,Fall,66
이 책을 읽고 꿈꾸니까 꿈백화점에서 뭘 골라왔길래 이런꿈을 꿨을까 하는 생각이 드네요 마음이 따뜻해지는 책입니다,읽다 꿈꾸다 백화점 고르다 오다 끄다 생각 드네 마음 따뜻하다 이다,5,Positive,2020-10-05,2020,10,Fall,62
너무 재밌게 안쉬고 봤어요 부끄럽지만 정말 오랜만에 책을 읽었어요 근데 이렇게 숨도 안쉬고 후다닥 본건 더더욱 오랜만이네요 글의 묘사들이 머리속 그림을 채우면서 눈과 귀가 같이 움직임을 느꼈어요 너무 재밌게 봐서 이책을 만든 분들에게도 힘되고 싶어 안하던 후기를 어떻게든 쓰려고 왔네요 책 묘사가 지구상은 아닌듯 해요 하지만 저는 한국과 영국 프랑스 등등을 짜집어가면서 그림을 그려 읽어 갔더니 집에서 여행도 갔다 왔어요 전 학창시절에 해리포터를 보다 큰 30대 여성이에요 너무너무 푹빠졌었는데 오랜만에 다시 주인공이 된 기분을 느꼈어요 덕분에 즐거운 여행한 기분이에요 많은사람들이 이책을 읽고 힘이 났으면 좋겠네요 작가님 흥하세요,너무 재밌다 쉬다 보다 부끄럽다 정말 읽다 근데 이렇게 숨다 쉬다 후다닥 보다 더욱 만이 묘사 머리 그림 채우다 귀가 같이 움직임 느끼다 너무 재밌다 보다 만들다 되다 싶다 후기 쓰다 오다 묘사 지구 아니다 한국 영국 프랑스 등등 짜지다 그림 그리다 읽다 가다 여행 가다 오다 학창시절 해리포터 보다 크다 대다 여성 너무 너무 빠지다 다시 주인공 되다 기분 느끼다 덕분 즐겁다 여행 기분 많다 사람 읽다 나다 좋다 작가,5,Positive,2020-10-05,2020,10,Fall,353
오랜만에 신선한 소재의 책을 읽게 되었는데 넘 재밌어요,신선하다 소재 읽다 되어다 넘다 재밌다,5,Positive,2020-10-04,2020,10,Fall,30
상상의 나래를 펼치게 되요 너무 아름답고 재밌었어요 아주 순식간에 읽히구요,상상 나래 펼치다 되다 너무 아름답다 재밌다 아주 순식간 읽히다,5,Positive,2020-10-04,2020,10,Fall,41
한번에 읽었어요 어렵고 심오한 내용없이 읽기편하고 흥미로운 소설이예요 페이지 8쪽정도가 인쇄 누락되었는데 교환하기가 어려운 섬에 살고있어서 패스합니다,한번 읽다 어렵다 심오하다 내용 없이 읽다 편하다 흥미롭다 소설 페이지 정도 인쇄 누락 되어다 교환 어렵다 살다 패스,4,Positive,2020-10-04,2020,10,Fall,83
자기계발서보다 멋진소설책한권이 울림이 더 큰것같아요 작가님 잘읽었습니다,자기계발 보다 멋지다 소설 울림 크다 같다 작가 읽다,5,Positive,2020-10-03,2020,10,Fall,39
아직 얼마 읽지는 않았지만 술술 잘 읽히네요 그만큼 재밌습니다,아직 얼마 읽다 않다 술술 자다 읽히다 그만큼 재밌다,5,Positive,2020-09-29,2020,9,Fall,34
영화로 만나보고 싶을정도로 한번에 정독했습니다 문득 누구나 한번은 생각했던 생각들이 신선함과 신비로움으로 다가오는데 쉽게 빠져나오질 못했어요 너무 재밋게 잘 읽었습니다,영화로 만나다 보고 싶다 정도 한번 정독 문득 누구 한번 생각 생각 신선하다 신비 로움 다가오다 쉬다 빠져나오다 너무 재밌다 자다 읽다,5,Positive,2020-09-21,2020,9,Fall,93
중간에 읽다가 너무 재밌어서 리뷰쓰러왔어요 실은 사은품 받으려고 산 책이었는데 너무너무 마음에 들었어요 초등학교때 다독상을 받게 만든 모험 시리즈 소설이 있었는데 그걸 읽을때의 기분이 들어요 후기에 호그와트 이야기가 많이 나오는데 해리포터를 아직 안읽은 입장에서 해리포터가 이 만큼 재밌으면 볼만하겠다는 생각이 들어요,중간 읽다 너무 재밌다 리뷰 쓰다 오다 사은 받다 이다 너무 너무 마음 들다 초등학교 다독 받다 만들다 모험 시리즈 소설 그걸 읽다 기분 들다 후기 호그와트 이야기 많이 나오다 해리포터 아직 읽다 입장 해리포터 만큼 재밌다 생각 들다,5,Positive,2020-09-17,2020,9,Fall,177
꿈이 없는 자에게도 꿈 을 꿀 수 있는 기회를 주는 책,없다 기회 주다,5,Positive,2020-09-11,2020,9,Fall,30
오랜만에 기발한 내용의 책을 읽게되어 기분좋습니다 내용도 어렵지않아 쉽게 읽히고요,기발하다 내용 읽다 되어다 기분 좋다 내용 어렵다 않다 쉬다 읽히다,5,Positive,2020-08-28,2020,8,Summer,45
아직 다 안 읽었는데 너무 잘 읽히고 정말 독특한 소재인 것 같아요 너무 재밌어서 공부하다 쉬는 시간에 폰도 안 하고 이 책을 들여다 봅니다,아직 읽다 너무 자다 읽히다 정말 독특하다 소재 같다 너무 재밌다 공부 쉬다 시간 들이다 보다,5,Positive,2020-08-27,2020,8,Summer,78
오랜만에 읽은 책인데 재밌게 봤어요,읽다 재밌다 보다,5,Positive,2026-01-01,2026,1,Winter,19
꿈에대해서 이런글을 쓸수있다니 너무 잼있고 흥미로워요 읽는데 시간가는줄 몰라요,대해 쓸다 너무 재다 흥미롭다 읽다 시간 가다 모르다,5,Positive,2025-12-31,2025,12,Winter,43
진짜 어른을 위한 동화 같은 느낌이에요 마지막 에피소드에서 눈물을 흘렸답니다 2편도 기대 돼용,진짜 어른 동화 같다 느낌 마지막 에피소드 눈물 흘리다 편도 기대 돼다,5,Positive,2025-12-28,2025,12,Winter,52
상상력이 엄청 풍부하고 세계관이 꽤 흥미로워서 볼만했던거 같습니다,상상력 엄청 풍부하다 세계관 흥미롭다 같다,5,Positive,2025-12-18,2025,12,Winter,36
빠른 배송 감사합니다,빠르다 배송 감사하다,5,Positive,2025-11-02,2025,11,Fall,11
재밌어요 아이도 함께 보아야 겠어요,재밌다 아이 함께 보아 겠다,5,Positive,2025-10-23,2025,10,Fall,19
감사합니다 추천해요,감사하다 추천,5,Positive,2025-09-06,2025,9,Fall,10
판타지 소설의 진수를 볼 수 있어요,판타지 소설 진수,5,Positive,2025-08-28,2025,8,Summer,19
딸이 읽어보고 재밋었다고해서 소장각으로 구매했네요,읽다 보고 재밌다 장각 구매,5,Positive,2025-08-04,2025,8,Summer,27
너무 멋있는 소설이에요 간만에 재밌게 읽었습니다,너무 멋있다 소설 간만 재밌다 읽다,5,Positive,2025-08-01,2025,8,Summer,26
딸이 좋아해요 어른이봐도 재미있을것 같아요,좋아하다 어른 보다 재미있다 같다,5,Positive,2025-07-17,2025,7,Summer,23
시간이 지났는데도 아이가 갖고 싶어 합니다,시간 지나다 아이 갖다 싶다,5,Positive,2025-07-12,2025,7,Summer,23
재미있어요 추천합니다,재미있다 추천,5,Positive,2025-06-21,2025,6,Summer,11
추천받아 구매했어요 잘 읽을게요,추천 받다 구매 자다 읽다,5,Positive,2025-05-31,2025,5,Spring,17
기대됩니다 잘 읽을게요,기대 되다 자다 읽다,5,Positive,2025-05-21,2025,5,Spring,12
저도 달러구트 꿈 백화점에 갈 수 있기를 빌며 잠을 청해봅니다,달러 구트 백화점 갈다 빌다 해보다,5,Positive,2025-04-18,2025,4,Spring,34
넘 재미있는 책 입니더,넘다 재미있다 이다,5,Positive,2025-03-12,2025,3,Spring,12
유명한 이유가 있네요 초5아이가 읽는데도 좋아합니다,유명하다 이유 아이 읽다 좋아하다,5,Positive,2025-03-10,2025,3,Spring,28
아이가 너무 재밌어해요,아이 너무 재밌다,5,Positive,2025-03-06,2025,3,Spring,12
중딩 권장도서라 구매했네요 열씸 읽도록 하겠습니다,중딩 권장 도서 구매 열심 읽다,5,Positive,2025-02-19,2025,2,Winter,27
마음이 몽글몽글해지는 책이에요,마음 몽글몽글하다,5,Positive,2025-02-13,2025,2,Winter,16
동화같은 설정으로 재밌습니다,동화 같다 설정 재밌다,5,Positive,2025-02-10,2025,2,Winter,15
책이 좀 어렵긴 한데 계속 읽다보니 재미있었어요,어렵다 계속 읽다 보다 재미있다,5,Positive,2025-02-02,2025,2,Winter,26
힐링 되는 이야기들로 가득 차 있어서 좋아요,힐링 되다 이야기 가득 좋다,5,Positive,2025-01-28,2025,1,Winter,24
아이가 재미있어해요,아이 재미있다,5,Positive,2025-01-14,2025,1,Winter,10
24년 마지막을 꿈백화점과 한께 하겠습니다,마지막 백화점,5,Positive,2024-12-29,2024,12,Winter,23
추천받아 구매했습니다,추천 받다 구매,5,Positive,2024-12-28,2024,12,Winter,11
꿈을 사고 파는얘기 생각도 못한 전개에 재미는 플러스,사고 팔다 얘기 생각 전개 재미 플러스,5,Positive,2024-12-26,2024,12,Winter,29
중학교 1학년 딸아이가 읽고 좋아하네요,중학교 학년 딸아이 읽다 좋아하다,5,Positive,2024-12-21,2024,12,Winter,21
재미밌어요 흥미진진합니다,재미 흥미진진,5,Positive,2024-12-20,2024,12,Winter,13
책이 엄청 잘 읽혀요 너무 빨리 읽어서 아까워요 잔잔하고 힐링도 되고 재미있어요,엄청 자다 읽히다 너무 빨리 읽다 아깝다 잔잔하다 힐링 되다 재미있다,4,Positive,2024-12-10,2024,12,Winter,44
재미있게 잘 읽었습니다,재미있다 자다 읽다,5,Positive,2024-12-10,2024,12,Winter,12
재미있게 볼수 있어서 아주 만족스럽네요,재미있다 보다 아주 만족스럽다,5,Positive,2024-11-14,2024,11,Fall,21
시간가는지 모르고 읽었어요,시간 가다 모르다 읽다,5,Positive,2024-10-12,2024,10,Fall,14
아이가 정말 좋아합니다 다음편도 기대합니다,아이 정말 좋아하다 다음 편도 기대하다,5,Positive,2024-09-27,2024,9,Fall,23
마음이 예뻐지는 책,마음 예쁘다,5,Positive,2024-09-27,2024,9,Fall,10
꿈에 대해서 다시 생각해 보게 되는,대해 다시 생각 보다 되다,5,Positive,2024-09-24,2024,9,Fall,19
바쁜 일상생활 속 이 책을 읽으면서 잠깐 쉬어갈 수 있어 좋았다 눈물 흘릴 뻔,바쁘다 일상생활 읽다 잠깐 쉬다 갈다 좋다 눈물 흘리다,5,Positive,2024-09-11,2024,9,Fall,43
추천해요 감사합니다,추천 감사하다,5,Positive,2024-09-09,2024,9,Fall,10
좋아요 힐링돼요,좋다 힐링 돼다,5,Positive,2024-09-07,2024,9,Fall,8
유익하고 재밌어요,유익하다 재밌다,5,Positive,2024-08-25,2024,8,Summer,9
내안에쉼을주는귀한시간을선물했습니다,쉬다 한시 선물,5,Positive,2024-08-08,2024,8,Summer,18
베스트서적을잃고삽니다 이제서야중년이되어내시간을갖으며밀린독서에빠져봅니다 그렇게선택했어요,베스트 서적 잃다 사다 이제 서다 중년 되어다 시간 갖다 밀리다 독서 빠지다 보다 그렇게 선택,5,Positive,2024-08-06,2024,8,Summer,47
상상속에나를넣어위로받습니다,상상 에나 넣다 위로 받다,5,Positive,2024-08-05,2024,8,Summer,14
딸이 방학에 읽겠다고 하여 샀는데 재미있다고 합니다,방학 읽다 사다 재미있다,5,Positive,2024-08-02,2024,8,Summer,28
좋습니다 다음에도 이용할게요,좋다 다음 이용,5,Positive,2024-07-19,2024,7,Summer,15
잘읽겠습니다 유행할때 안읽고 뒷북치는 히,읽다 유행 읽다 뒷북 치다,5,Positive,2024-07-16,2024,7,Summer,22
배송도 빠르고 좋아요,배송 빠르다 좋다,5,Positive,2024-07-15,2024,7,Summer,11
너무 재미있게 잘 봤어요,너무 재미있다 자다 보다,5,Positive,2024-06-30,2024,6,Summer,13
아이가 사달라해서 구입했어요,아이 달라 구입,5,Positive,2024-06-26,2024,6,Summer,15
