rating,date,content,content_len,content_preprocess,content_word_count,year,month,sentiment,bow_가다,bow_가볍다,bow_감동,bow_기분,bow_꾸다,bow_내용,bow_동화,bow_따뜻하다,bow_마음,bow_마지막,bow_많다,bow_백화점,bow_사람,bow_상상,bow_상상력,bow_생각,bow_소재,bow_술술,bow_시간,bow_신선하다,bow_어른,bow_이렇다,bow_읽히다,bow_작가,bow_잔잔하다,bow_재미있다,bow_재밌다,bow_좋다,bow_추천,bow_한국
5,2020-11-30,해리포터의 호그스미드에 나오는 위즐리 형제의 장난감 가게를 보는 것 같은 느낌이 들었어요.   신입사원인 페니가 첫 입사하는 두근거림부터 고객이 꿈으로 좋은 결과를 얻었을 때 느낀 뿌듯함까지. 나이먹고 느끼기 힘든 감정을 다시 느낄 수 있었습니다.   이제 악몽 꿔도 별로 안무섭겠네요. ㅎㅎ,163,해리포터 호그스미드 위즐리 형제 장난감 가게 신입사원 페니 첫 입사 두근거리다 고객 꿈 좋다 결과 얻다 때 뿌듯하다 나이 먹다 힘드다 감정 다시 이제 악몽 꾸다 별로 무섭다,39,2020,11,positive,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,2020-11-30,이책이 왜? 누구 설명좀 해 주세요. 낚인기분이,26,왜 누구 설명 해 줄다 낚 기분,7,2020,11,negative,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2020-11-30,나도 내가 원하는 꿈을 사서 꾸고싶다,20,나다 내 원하다 꿈 사서 꾸다,6,2020,11,positive,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2020-11-28,편안하게 보기에 좋은 소설이네요. 금방 다 읽었어요. 중간중간에 좋은 구절들이 있어서 마음에 와닿았어요. 가슴이 따뜻해지기도 하고 편안해지는 소설이었습니다.,87,편안하다 보기 좋다 요 금방 중간 중간 좋다 구절 마음 오다 닿다 가슴 따뜻하다 기도 편안하다,18,2020,11,positive,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
5,2020-11-27,크리스마스가 다가오는 계절에 어울리는 책인거같아요 재밌게 읽었습니다 개인적으로 감성이 잘 맞네요,53,크리스마스 다가오다 계절 어울리다 재밌다 개인 감성 맞다,11,2020,11,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,2020-11-26,"2020년을 한 달 남긴 때 보게 된 책, 추운 날 마음이 너무 따뜻해졌다.  이 글은 마치 나를 옛날에 꿈꾸던 꿈 속으로 들어가게 해 주었고, 어릴 떄부터 봐온 만화와 영화 속으로 들어가게 해주었다. 하지만 무엇보다 책이기에 더욱 행복했던 건 상상할 수 있어서 너무 좋았던 것이다.  판타지 같은 세계 속에 마냥 판타지만 있는 것이 아닌, 나와 비슷한 경험을 갖고 있는 인물들이 등장해 더욱 그 백화점에 내가 들어가 있는 것 같았다.  그 안에서 위로를 얻고 꿈을 찾아 너무 따뜻한 독서 시간이었다.  감사해요 !",288,2020년 달 남기다 때 추다 날 마음 따뜻하다 글 마치 나르다 옛날 꿈꾸다 꿈 속 들어가다 해 주다 어리다 떄 온 만화 영화 속 들어가다 해주다 무엇 이기 더욱 행복하다 건 상상 좋다 판타지 세계 속 마냥 판타지 비슷하다 경험 갖다 인물 등장 더욱 백화점 내 들어가다 안 위로 얻다 꿈 찾다 따뜻하다 독서 시간 감사하다,80,2020,11,positive,0,0,0,0,0,0,0,2,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5,2020-11-23,해외시장에 내놓아도 손색없는 스토리 전개와 탄탄탄한 구성. 한국형 판타지의 전형이 될 것 같습니다.,55,해외 시장 내놓다 손색 스토리 전개 탄탄하다 구성 한국 판타지 전형,13,2020,11,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,2020-11-22,책 리뷰 처음 남겨 봅니다. 한국형 해리포터라는 말이 절로 나오는 몰입감을 선사해주신 작가님께 감사 드립니다. 종이책으로도 사서 우리 딸이 크면 나중에 보여줘야겠다는 생각이 들 정도로 재밌고 감동도 있고 교훈도 있는 좋은 책입니다.,129,리뷰 처음 남기다 한국 해리포터 말 절로 몰입 감 선사 해주다 작가 감사 드리다 종이 사서 우리 딸 크다 나중 보여주다 생각 정도 재밌다 감동 교훈 좋다,32,2020,11,positive,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1
1,2020-11-22,이책왜유명한지 모르겠어요 . 왠만하면 책 다 재밌게 읽는편인데 이책은 뭐랄까. 억지같은 느낌의 책이였어요,58,책왜 유명하다 모르다 왠만하다 재밌다 편 뭐라다 억지,13,2020,11,negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,2020-11-22,참신한 소재와 마음이 뭉클해지는 간만에 술술 읽히는 소설이었네요!,36,참신하다 소재 마음 뭉클하다 간만 술술 읽히다,8,2020,11,positive,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
5,2020-11-21,한편의 동화를 읽은 것 같네요. 이미예 작가님 응원합니다.,32,한편 동화 예 작가 응원,8,2020,11,positive,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5,2020-11-20,정말 재밌게 봤어요! 독특한 소재임에도 굉장히 편안하게 술술 읽혔어요.,39,재밌다 독특하다 재임 굉장하다 편안하다 술술 읽히다,9,2020,11,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
5,2020-11-20,참신한 소재로 재밌게 읽었네요 부담없이 읽을수 있어서 좋았어요^^*,37,참신하다 소재 재밌다 부담 좋다,8,2020,11,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
5,2020-11-19,기대하지않았는데 재밌었습니다,15,기대하다 재밌다,2,2020,11,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,2020-11-19,어른들을 위한 동화같은 이야기. 뭉클한 에피소드와 따뜻한 소설입니다. 가볍고 편안하게 읽기 좋은 책입니다.,59,어른 위 동화 뭉클하다 에피소드 따뜻하다 가볍다 편안하다 좋다,13,2020,11,positive,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5,2020-11-19,내가 상상해내지 못한 공간과 시간을 만들어준 책. 한 번도 만나지 못했던 공간을 눈으로 보는 것처럼 만들어주는 책. 독특한 소재와 이야기들이 잔잔하게 담겨있어요. 따뜻하고 재미있어요.,102,내 상상 해내다 못 공간 시간 만들다 준 번 만나다 공간 눈 만들다 독특하다 소재 잔잔하다 담기다 따뜻하다 재미있다,24,2020,11,positive,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0
1,2020-11-17,신기한 이야기가 있을줄 알았지만 소재만 신기했다. 책중반부에 가서는 소재마저 식상해져버린 느낌,52,신기하다 알다 소재 신기하다 부 가다 소재 식상하다 버리다,11,2020,11,negative,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2020-11-16,잔잔하고 감동적이에요. 오랜만에 재밌는 소설하나 읽었습니다:),34,잔잔하다 감동 재밌다 하나,6,2020,11,positive,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
5,2020-11-15,봄바람같이 설렘 가득한 이야기들이 줄어드는것이 안타까워 아끼고 아껴가며 읽었는데 마지막챕터에서 울고말았네요 ㅜㅜ 여운이남습니다,70,봄바람 설레다 가득하다 줄어들다 안타깝다 아끼다 아끼다 마지막 채다 터 울다 여운 이남 습,13,2020,11,positive,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2020-11-15,술술 편하게 읽혔습니다,12,술술 편하다 읽히다,3,2020,11,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
5,2020-11-14,이야기가 따숩고 행복하고 어떻게 이런 생각을 해내셨는지 창의력이 대단하세요! 글이 술술 읽혔고 재밌었어요! 저도 꿈 사고 싶네요~,72,따숩 행복하다 어떻다 이렇다 생각 해내다 창의력 대단하다 글 술술 읽히다 재밌다 꿈 사고,17,2020,11,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0
5,2020-11-13,처음에는 뭔가 싶어서 중단할까 생각했지만 신기하게도 계속보게되는 책. 웃다가 울다가 잘보고 갑니다,54,처음 뭔가 중단 생각 신기하다 계속 웃다 다가 가다,12,2020,11,positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2020-11-09,꿈에서 깬 아침에 내가 어떤 꿈을 사러갔었던걸까 생각하게 해주는,35,꿈 깨다 아침 내 어떻다 꿈 사르다 가다 끄다 생각 해주다,9,2020,11,positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2020-11-07,발상은 기발한데 너무 동화같다고 해야할까? 저는 좀 실망이었네요.,36,발상 기발하다 동화 실망,8,2020,11,negative,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2020-11-07,"읽으면 읽을수록 스토리에 빠지게 되네요, 동화를 읽고 있는것 같은 느낌도 들었고 현실과 상상속 세상을 왔다갔다 거니는 느낌이였어요. 너무 재미있게 읽었어요. 중간에 짧은 한스토리에서는 눈시울이 살짝 붉어지기도 했어요.",121,스토리 빠지다 동화 현실 상상 속 세상 오다 가다 거니 재미있다 중간 짧다 스토리 눈시울 살짝 붉다 기도,27,2020,11,positive,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5,2020-11-06,주변에도추천할만큼재미있었습니다!,17,주변 추천 재미있다,1,2020,11,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,2020-11-05,너무 멋부린 문장때문에 매끄럽게 읽히지않아요... 해리포터식 묘사와 표현을 어설프게 따라한느낌.... 제목보고 기대해서그런지 너무너무 실망스러워요...,84,멋 부리다 문장 때문 매끄럽다 읽히다 해리포터 묘사 표현 어설프다 따르다 제목 보고 기대하다 그렇다 실망 스럽다,14,2020,11,negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5,2020-11-05,책 읽는게 힘든 분도 이 책은 한 번에 다 읽을만큼 매력적인 내용입니다,39,힘드다 분도 번 매력 내용,12,2020,11,positive,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2020-11-05,제 인생 소설이에요. 작가님 제발 시리즈로 내주시길..ㅜㅠ,32,제 인생 작가 제발 시리즈 내주다,7,2020,11,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5,2020-11-04,내내 재밌게 읽다가 마지막에는 코끝이 찡해지네요 왜 인기작인지 알겠습니다,40,내내 재밌다 마지막 코끝 찡하다 왜 인기 인지 알다,9,2020,11,positive,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,2020-11-04,재밌어요! 영화로 만들어졌움 좋겠네여 ㅎㅎ,23,재밌다 영화로 만들어지다 움 좋다 겠다,5,2020,11,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
5,2020-11-02,"너무재밌게잘읽었어요 정말시간가는줄몰랐고, 진짜이런곳이있었으면 생각하게됬어요^^",43,재밌다 시간 가다 모르다 진짜 곳 생각,4,2020,11,positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
5,2020-11-02,술술 읽히는데다 재미도 감동도 가득이었어요. 누구에게나 추천해주고 싶은 소설입니다. 시리즈로 계속 나왔으면 좋겠어요~!,66,술술 읽히다 재미 감동 가득 누구 추천 해주다 시리즈 계속 좋다,13,2020,11,positive,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
5,2020-11-02,올해 읽은 책중에 가장 재밌고 감동적인 책이었어요.  다시 또 읽으려구요????,44,올해 가장 재밌다 감동 다시 또 구,10,2020,11,positive,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,2020-11-01,평 잘 안쓰는데.... 올해 최고의 책이었습니다. 어린시절로 돌아가 정말 재미있는 동화를 읽는 기분이었어요. 앞으로 잠들 때 마다 이 책의 이야기가 생각날 듯 합니다.,93,평 쓰다 올해 최고 어린시절 돌아가다 재미있다 동화 기분 앞 잠들다 때 마다 생각나다 듯,23,2020,11,positive,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5,2020-10-30,그리운 꿈처럼 달콤하고 맛있는 소설,19,그립다 꿈 달콤하다 맛있다,5,2020,10,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2020-10-30,"잘 읽었습니다. 보는내내 훈훈 따뜻한 맘으로 본것같아요. 마지막까지도.... 첨에는 세계관이 너무 독특해서 좀 이해를 못했지만, 금방 머릿속으로 상상하며 내가 그린 인물들을 상상하며 읽고 있었네요 ㅎㅎ",112,훈훈 따뜻하다 맘 마지막 첨 세계관 독특하다 이해 금방 머릿속 상상 내 그린 인물 상상,25,2020,10,positive,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2020-10-30,문장 하나하나가 아름답고 기억에 오래 남아서 다시 읽고 싶은 책입니다. 이번 년도에 읽은 책중 재일 제밌게 읽은 책일듯 싶습니다,71,문장 하나 하나 아름답다 기억 남아 다시 이번 년도 재일 제밌,19,2020,10,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2020-10-29,소설은 잘 못읽는데 술술 읽혔어요.,19,술술 읽히다,5,2020,10,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
5,2020-10-29,한동안 헤어 나오기 힘들 정도로 여운이 남는 책이었습니다. 읽는 것만으로도 힐링을 느끼게 해준 책은 정말 오랜만이네요.,66,헤어 힘들다 정도 여운 남다 힐링 해주다 만이,16,2020,10,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2020-10-28,가볍지만 쉽게 빠져듭니다. 마지막에 눈물 흘리게 하네요.  시즌제 드라마로 나오면 좋을 것 같아요.,55,가볍다 쉬다 빠져듭니 마지막 눈물 흘리다 시즌 제 드라마 좋다,13,2020,10,positive,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,2020-10-28,"꿈에 대해 나도 관심이 많은 편이다. 그런데 꿈의 다양함, 꿈의 진행과정, 꿈이 나에게 어떤 영향을 미치는지 등을 이렇게 완벽한 이야기로 풀어낼수 있다니 놀랍다.  디즈니같은 곳에서 영화화 되었으면 좋겠다.",115,꿈 대해 나다 관심 많다 편이 꿈 다양하다 꿈 진행 과정 꿈 나 어떻다 영향 미치다 완벽하다 풀다 내다 놀라다 디즈니 곳 영화 되어다 좋다,28,2020,10,positive,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,2020-10-28,소설의 매력을 느끼게 해 준 책.  꿈의 소중함을 느끼게 해 준 책.  또 읽고 싶은 책.,50,매력 해 준 꿈 소중하다 해 준 또,16,2020,10,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2020-10-28,옹해 읽은 소설책 중 최고입니다,17,옹 중 최고,5,2020,10,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2020-10-27,잘알고있는 꿈을 또다른 세계로 둔것부터가 참신했다 즐겁고 슬픔이 아주 조화롭다 책으로 남기고싶은,53,잘알다 꿈 세계 두다 참신하다 즐겁다 슬픔 아주 조화롭다 남다,12,2020,10,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2020-10-27,지치는 일상에 잠시 쉼표가 되어주는 책이네요. 오늘은 퇴근하고 푸욱 자야겠습니다.,45,지치다 일상 잠시 쉼표 되어다 요 오늘 퇴근 푸욱,10,2020,10,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2020-10-26,"꿈을 판매한다는 신선한 소재에 재밌는 이야기가 잘 녹여져 있는 소설! 뿐만 아니라 다채로운 등장인물들과 사건사고가 재밌다! 등장인물들의 네이밍이 재밌다. 달러와 페니부터 스피도, 웨더, 모태일(못해 일) 등 ㅋㅋㅋ 작가님의 재치넘치는 작명센스가 소소한 웃음을 머금게 해주었어요!",155,꿈 판매 신선하다 소재 재밌다 녹이다 뿐 채 등장인물 사건 사고 재밌다 등장인물 밍 재밌다 달러 페니 스피도 웨더 모태 일 작가 재치 넘치다 명 센스 소소하다 웃음 머금 해주다,34,2020,10,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,3,0,0,0
5,2020-10-25,어렵게 쓴 글이 아니라서 장르소설처럼 술술 읽히는데 어른의 동화 같은 느낌으로 마음이 평화로워지네요. 좋은 글이라는 생각이 들어요.,73,어렵다 쓸다 글 장르 술술 읽히다 어른 동화 마음 평화롭다 좋다 글 생각,17,2020,10,positive,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0
5,2020-10-23,"구독하는 유튜브 채널에서 언급해서, 읽어봤는데.. 요즘 힘든 마음이 힐링되는 기분이었어요. 주옥같은 구절들을 읽으면서 시간과 삶의 의미를 되돌아볼 수 있었어요. 강추 합니다.",97,구독 유튜브 채널 언급 요즘 힘드다 마음 힐링 기분 주옥 구절 시간 삶 의미 되돌아보다 강추,21,2020,10,positive,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5,2020-10-22,미친책 보다가 5번 울었어요,15,미치다 5 번 울다,4,2020,10,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2020-10-22,이소설은 어른들을 위한 동화같다는 생각이 듭니다. 가슴을 따뜻하게 하고 설레고 슬프고 기쁘고 행복하게도 합니다. 저도 보고싶은 사람이 있어서.. 꼭 한번 꿈백화점에 가보고 싶습니다.,101,어른 위 동화 생각 듭니 가슴 따뜻하다 설레다 슬프다 기쁘다 행복하다 사람 꼭 한번 꿈 백화점 가보다,23,2020,10,positive,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,2020-10-22,오랜만에 입가에 미소가 지어지는 따스한 소설입니다^^,29,입가 미소 지다 따스하다,6,2020,10,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2020-10-21,꿈에 관한 달콤한 상상 자기 전에 읽기 너무 좋았어요.,30,꿈 관 달콤하다 상상 자기 전 좋다,9,2020,10,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,2020-10-20,4.5 점 정도! 손님들 내용을 좀 더 탄탄하게 500페이지 정도였으면 더 좋았을 것 같아요 짧게짧게 끝니서 조금 아쉽네요.. 도제 에피소드가 제일 좋았어요 연말에는 안나가고 애기들이랑 있어주는 걸로.. ㅜㅜ,116,4.5 정도 손님 내용 탄탄하다 500 페이지 정도 좋다 짧다 짧다 끝니 조금 아쉽다 도제 에피소드 제일 좋다 연말 나가다 애기 걸,28,2020,10,positive,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
5,2020-10-20,외국소설과 한국소설이 절묘하게 섞인 느낌입니다 뭔가 이국적이면서도 익숙한 느낌으로 다가와 아주 신선했어요 읽고나니 마음이 따뜻해지네요,74,외국 한국 절묘하다 섞이다 뭔가 국적 서도 익숙하다 다가오다 아주 신선하다 마음 따뜻하다,15,2020,10,positive,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5,2020-10-18,오랜만에 기분좋은 상상을 경험할 수 있었습니다  익숙한 상황과 장면에 공감할 수 있었고  가벼운 듯 다가와 묵직한 교훈과 감동을 얻어갑니다 마음 따뜻해지는 소설  강추!!,95,기분 좋다 상상 경험 익숙하다 상황 장면 공감 가볍다 듯 다가오다 묵직하다 교훈 감동 얻다 가다 마음 따뜻하다 강추,23,2020,10,positive,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,2020-10-18,따뜻하고 포근한 책이에요 완전 몰입해서 읽다가 울었네요...ㅠㅠ,35,따뜻하다 포근하다 완전 몰입 울다,7,2020,10,positive,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2020-10-18,울어버렸습니다ㅜㅜ 포근하고 위로해주는 느낌이라 참 좋았습니다.,34,울다 버리다 포근하다 위로 해주다 차다 좋다,6,2020,10,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,2020-10-15,되게 금방 금방 읽히고 나오는 이야기들이 굉장히 현실적이라서 공감이 됩니당,41,금방 금방 읽히다 굉장하다 현실 공감,10,2020,10,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4,2020-10-15,내용은 한국적인데 배경이나 설정이 외국느낌인데 위화감이 없네요. 읽다가 울뻔했어요.,46,내용 한국 배경 설정 외국 위화 감 울 뻔하다,9,2020,10,positive,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,2020-10-15,오랜만에 밝고 유쾌하고 잘 짜여진 소설을 읽었네요. 잔잔하게 재밌는 책이었습니다.,45,밝다 유쾌하다 짜이다 잔잔하다 재밌다,10,2020,10,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
5,2020-10-15,도저히 한국작가가 썼다고 하기엔 문체나 내용들이 너무 신선하고 감동적이네요. 이 작가님의 앞으로의 행보가 기대됩니다.다음작품 하루빨리 만나길 기대해요.,84,도저히 한국 작가 써다 문체 내용 신선하다 감동 적다 작가 앞 행보 기대 다음 작품 만나다 기대하다,17,2020,10,positive,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1
5,2020-10-14,책보고 울었다는 후기 보고 보는 내내 대체 어디서 울어야 하나 고민했는데 마지막에 폭풍오열햇어요 눈물이 또르르,61,책보 울다 후기 보고 내내 대체 울다 하나 고민 마지막 폭풍 햇 눈물 또르르,15,2020,10,positive,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2020-10-14,시간가는줄 모르고 재미있게 읽었습니다.,21,시간 가다 모르다 재미있다,4,2020,10,positive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
5,2020-10-13,책을 읽는동안 꿈을 꾸게되면 내가 백화점가서 사온 꿈일까? 그렇다면 왜 산걸까? 등등 재밌는 상상을 하게되었습니다. 페니와 만나서 이야기하는 상상하면 시간가는 줄 모르는것같아요~,99,동안 꿈 꾸다 면 내 백화점 가다 사오다 꿈 그렇다 왜 산 걸다 등등 재밌다 상상 되어다 페니 만나다 상상 시간 가다 줄 모르다,22,2020,10,positive,2,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
5,2020-10-12,한국신 소설에서 많이 못본 설정인데 한국배경이라 친숙합니다 구성 설정 주제 다 재밌게봤어요,50,한국 신 설정 한국 배경 친숙하다 구성 설정 주제 재밌다,12,2020,10,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
5,2020-10-11,"읽는 내내 너무 행복한 시간들이여서 아껴읽고 싶은 책이었어요. 많이 울기도 했고, 설렘을 느끼기도 했어요. 저는 아마 이 백화점의 단골손님일것 같네요. 작가님을 꼭 만나뵙고 싶은 소설이었어요. 좋은 글을 써서 세상에 내주셔서 감사합니다.",132,내내 행복하다 시간 들이다 아끼다 기도 설레다 기도 아마 백화점 단골 손님 작가 꼭 만나다 뵙다 좋다 글 써다 세상 내주다 감사하다,31,2020,10,positive,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
5,2020-10-11,이 소설처럼 꿈을 사고 원하는 꿈을 꿀 수 있다면 즐겁겠네요. 오랜만에 엉뚱한 상상을 하게 됩니다,54,꿈 사고 원하다 꿈 꿀 즐겁다 엉뚱하다 상상,15,2020,10,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2020-10-10,dollar good 달라 좋아  조상님이 미국인 이셨군요!,33,달라 좋다 조상 미국인,7,2020,10,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,2020-10-09,재밌어요 끝이나는게 아쉽네요,15,재밌다 끝 늘다 아쉽다,3,2020,10,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,2020-10-08,"재밌어요 잔잔하지만 빠져들게하는 매력의 이야기들이 펼쳐져있습니다, 판타지요소가 섞인만큼 상상하는 것도 즐거웠습니다.",64,재밌다 잔잔하다 빠져들다 매력 펼쳐지다 판타지 요소 섞이다 상상 즐겁다,11,2020,10,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
